Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
57862,I am a student who is learning to code,No,21.0,16,,,,Pakistan,,,Microsoft SQL Server;MongoDB;MySQL;Oracle,Microsoft SQL Server;MySQL,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",Some college/university study without earning a degree,"Not employed, but looking for work",,Man,Industry that I’d be working in;Remote work options;Opportunities for professional development,,I am actively looking for a job,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;Swift,C;C++;HTML/CSS;Java;JavaScript;SQL,,,Github;Microsoft Teams;Stack Overflow for Teams,Github;Microsoft Teams;Stack Overflow for Teams,,,,,,Every few months,No,,No,,Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow,MacOS,,Android;Arduino;iOS;MacOS,Arduino;MacOS,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,,"Computer science, computer engineering, or software engineering",,,Just as welcome now as I felt last year,,3,
57931,I am a student who is learning to code,Yes,23.0,16,,,,Pakistan,,,MongoDB;Oracle,Microsoft SQL Server;MySQL;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",South Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",,I am actively looking for a job,JavaScript;Python,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Flutter;Node.js,Node.js;Pandas;TensorFlow,Github,Github,,,,,,Every few months,Yes,,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Windows,,Android;iOS;Linux;Raspberry Pi,Windows,,Straight / Heterosexual,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;Flask;jQuery;Laravel,Django;Flask;jQuery,Just as welcome now as I felt last year,,5,
57973,I am a student who is learning to code,Yes,19.0,16,,,,Pakistan,,,MySQL;PostgreSQL,MySQL;Oracle,,Some college/university study without earning a degree,"Not employed, and not looking for work",South Asian,Woman,,,,C++;Python,Assembly;C++;Python,Flutter;Node.js;Torch/PyTorch,TensorFlow;Unity 3D,Github,Github,,,,,,Every few months,,,Yes,,Start a free trial;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Docker;iOS;Linux;WordPress,Android;Docker;Linux;Windows,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",,jQuery,Somewhat more welcome now than last year,,2,
57977,I am a developer by profession,No,,18,Monthly,,,Pakistan,Pakistani rupee,PKR,MySQL;Oracle;SQLite,MySQL;Oracle;SQLite,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Neither satisfied nor dissatisfied,I am actively looking for a job,Java;SQL,C++;Java;SQL,,.NET,,,No,Somewhat important,Fairly important,Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family",Every few months,Yes,Yes,No,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow,Windows,,AWS;Docker;Google Cloud Platform;Microsoft Azure,Android;Windows,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Difficult,Too long,No,"Computer science, computer engineering, or software engineering",,,Just as welcome now as I felt last year,45.0,5,1
58086,I am a developer by profession,Yes,22.0,18,,,,Pakistan,,,Microsoft SQL Server,Microsoft SQL Server,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",South Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",,I am actively looking for a job,C#;Java;Python,C#;HTML/CSS;Java;PHP;Python;SQL,.NET Core;Keras;Pandas;TensorFlow,Keras;Pandas,Github,Github,,,Critically important,Curious about other opportunities;Better compensation;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind)",Once a year,Not sure,,No,,Ask developers I know/work with;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos,Windows,,Windows,Windows,,Straight / Heterosexual,Not sure/can't remember,"No, not really",,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",ASP.NET Core;Django,Laravel;React.js,Just as welcome now as I felt last year,,5,
58115,I am a student who is learning to code,Yes,23.0,20,,,,Pakistan,,,IBM DB2;Microsoft SQL Server;MongoDB;MySQL,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;R,Java;Python,Keras;Node.js;Pandas;Puppet;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine,,"Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Github;Slack,,,,,,Every few months,Yes,,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Watch help / tutorial videos,Windows,,IBM Cloud or Watson;iOS;Linux;MacOS;Windows,Linux;Windows,,Straight / Heterosexual,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,A few times per week,Neither easy nor difficult,Too long,No,,Angular;Angular.js;Django;Flask;Ruby on Rails;Spring,,Just as welcome now as I felt last year,,3,
58203,I am a student who is learning to code,Yes,22.0,16,,,,Pakistan,,,MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL;SQLite,"Designer;Developer, back-end;Developer, front-end;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed part-time,South Asian,Man,Remote work options;Office environment or company culture;Opportunities for professional development,,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,,,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",,,,,,Every few months,No,,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,,Linux;Windows;WordPress,Linux;Windows;WordPress,,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",jQuery;Laravel,jQuery;Laravel,Just as welcome now as I felt last year,,6,
58205,I am a developer by profession,Yes,,24,Monthly,,,Pakistan,Pakistani rupee,PKR,MySQL,MySQL,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,South Asian,Man,"Languages, frameworks, and other technologies I’d be working with",Very satisfied,I am actively looking for a job,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,Cordova;Node.js,Cordova;Node.js,Github,Github,,,Critically important,Better work/life balance;Growth or leadership opportunities;Looking to relocate,,Once a year,,,Yes,Rarely: 1-2 days per year or less,Start a free trial,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations);Stack Overflow Talent (for hiring companies/recruiters);Stack Overflow Advertising (for technology companies),Visit Stack Overflow;Watch help / tutorial videos,Windows,20 to 99 employees,Windows,Windows,,,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Difficult,Too long,,Web development or web design,Angular.js;jQuery;Laravel;React.js,Angular.js;jQuery;Laravel;React.js,,63.0,3,2
58242,I am a student who is learning to code,Yes,23.0,23,,,,Pakistan,,,,Firebase,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,,Man,Flex time or a flexible schedule;Financial performance or funding status of the company or organization;Opportunities for professional development,,I am actively looking for a job,,Assembly;C#;C++;Java;Python;SQL,,.NET;Unity 3D,,Facebook Workplace,,,,,,Every few months,Yes,,Yes,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Linux-based,,,Android;Arduino,,,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,Multiple times per day,Easy,Too short,No,"Computer science, computer engineering, or software engineering",,ASP.NET,Somewhat more welcome now than last year,,3,
58301,I code primarily as a hobby,Yes,27.0,21,,,,Pakistan,,,,Microsoft SQL Server;MySQL;SQLite,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Southeast Asian,Man,,,,,C;C#;HTML/CSS;Java;PHP;SQL,,Unity 3D,,Github,,,Very important,,,Once every few years,No,,Yes,,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow,Windows,,,Android;Heroku;Linux;Windows;WordPress,,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,A few times per week,Easy,Too long,No,"Computer science, computer engineering, or software engineering",,Flask;Laravel,Somewhat more welcome now than last year,,5,
58474,I am a developer by profession,Yes,23.0,18,Monthly,,,Pakistan,Pakistani rupee,PKR,Oracle,MariaDB;MySQL,"Database administrator;Developer, full-stack;Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Specific department or team I’d be working on",Very satisfied,I am actively looking for a job,Python;Ruby,HTML/CSS;JavaScript;PHP;SQL,Node.js;Unity 3D,.NET;Apache Spark;Xamarin,"Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Github;Microsoft Teams;Microsoft Azure,Yes,Extremely important,Very important,Wanting to share accomplishments with a wider network;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family",Every few months,Yes,Yes,Yes,Never,,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Play games;Go for a walk or other physical activity,Windows,2 to 9 employees,Android;iOS;MacOS,Microsoft Azure;WordPress,I have little or no influence,,Yes,"Yes, definitely",A few times per week,A few times per month or weekly,Easy,Appropriate in length,,"Computer science, computer engineering, or software engineering",Laravel;React.js,Express;jQuery,Just as welcome now as I felt last year,12.0,5,2
58492,I am a developer by profession,No,28.0,17,Monthly,10000.0,780.0,Pakistan,Pakistani rupee,PKR,MariaDB;MongoDB;PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development;Family friendliness",Slightly satisfied,I am actively looking for a job,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,Node.js;React Native,,Github;Gitlab,Github;Gitlab,Yes,Extremely important,Fairly important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Every few months,No,Yes,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow,Linux-based,20 to 99 employees,AWS;Linux;Windows,Linux;Windows,I have a great deal of influence,,Yes,"Yes, definitely",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,Web development or web design,Angular;Angular.js;Django;Express;React.js;Vue.js,Django;React.js;Vue.js,Just as welcome now as I felt last year,45.0,5,Less than 1 year
